,pc,pt,B,log pc,log pt,sqrt inv pc,sqrt inv pt,nc,nr,Br,l1,l2,ldist,fcontrac,fexpand,lsp,dmax_psD,dmax_sD,nn_dist_sD,nn_dist_nsD,nn_diff_n,nn_dist_psD,nn_dist_npsD,dpt_corr,exp_corr,or_exp_corr,trajectory type
17,0.84,0.0005952380952380953,0.0005,-0.1743533871447778,-7.426549072397305,1.0910894511799618,40.98780306383839,347,147.22478386167148,51087,0.205,0.064,1.968467091163281,0.35741533541003817,0.6421348969698989,0,15.099203055338682,389.92427408326023,22.070153884929578,0.05660112835195522,0.36838755555277897,1.3990214146953484,0.09265531495721498,0.8669998571946677,0.816313892130854,0.8475485616290166,hayashi
18,0.03,0.016666666666666666,0.0005,-3.506557897319982,-4.0943445622221,5.773502691896258,7.745966692414834,12,3990.0833333333335,47881,0.206,0.071,1.7462673328482266,0.42424242424242425,0.5757575757575758,0,116.06299193711902,331.24561547609176,49.37869627009909,0.14906973545635685,0.2150265463522774,33.98469281157899,0.2928124826386634,0.9436635206253164,0.8619022876820666,0.8566916588643707,hayashi
19,0.05,0.01,0.0005,-2.995732273553991,-4.605170185988091,4.47213595499958,10.0,20,2406.75,48135,0.165,0.043,1.5881496242980737,0.3894736842105263,0.6105263157894737,0,83.19170195607589,332.19683026552764,44.077601219128624,0.1326851950510697,0.16660450644169128,15.385421892478103,0.18493938134119917,0.9611081771138587,0.7588888431489119,0.7223312452276497,hayashi
20,0.07,0.007142857142857143,0.0005,-2.659260036932778,-4.941642422609305,3.779644730092272,11.832159566199232,28,1806.7142857142858,50588,0.142,0.033,1.5968148197746026,0.35185185185185186,0.6455026455026455,0,73.40944297625403,367.4122376135492,36.052665649995376,0.09812592493970276,0.18833721097920283,11.648600651725076,0.15867986705052486,0.9335085772731961,0.8662732342376989,0.8426001852584903,hayashi
21,0.1,0.005,0.0005,-2.3025850929940455,-5.298317366548036,3.1622776601683795,14.142135623730951,41,1220.8048780487804,50053,0.149,0.038,1.6577978897796173,0.42804878048780487,0.5707317073170731,0,88.91422336162867,395.61209033425666,32.270947064720616,0.08157219623256348,0.12288202706003469,7.7574166881738424,0.08724607149323188,0.9772333412702812,0.8219589799087809,0.8030976452970859,hayashi
22,0.16,0.003125,0.0005,-1.8325814637483102,-5.768320995793772,2.5,17.88854381999832,66,773.560606060606,51055,0.148,0.036,1.6353582278789747,0.455011655011655,0.544988344988345,0,54.172921764620526,380.5046884656604,28.74736976743482,0.07555063219682036,0.17704494413702007,5.052706356757128,0.0932699620432319,0.9381363715395806,0.801851633108137,0.8190280615056607,hayashi
23,0.24,0.0020833333333333333,0.0005,-1.4271163556401458,-6.173786103901937,2.041241452319315,21.908902300206645,99,506.52525252525254,50146,0.173,0.047,1.7308454793428965,0.38569367140795713,0.614100185528757,0,36.08094383695735,384.10136464478194,29.09148675681591,0.07573908721652108,0.2337313615876578,3.6522590109412074,0.10122404301409196,0.9462942769310339,0.7810822561837666,0.7725423305584151,hayashi
24,0.36,0.001388888888888889,0.0005,-1.0216512475319814,-6.579251212010101,1.6666666666666667,26.832815729997478,149,340.73825503355704,50770,0.167,0.043,1.762787182447688,0.5778160711046617,0.4219118447306367,0,42.61447075907371,395.15237554738036,25.757174072371782,0.06518289061704854,0.17965251899500795,2.5254175178789042,0.05926197070841666,0.9388352069111515,0.7813481791354131,0.7818765586046184,hayashi
25,0.55,0.0009090909090909091,0.0005,-0.5978370007556204,-7.003065458786462,1.348399724926484,33.166247903554,227,224.97797356828193,51070,0.183,0.051,1.8669773590165202,0.45662937117461305,0.5430587501461931,0,26.285581427740706,399.68550251881913,24.02850224421222,0.06011852342100109,0.2921655867907014,1.8281572158437511,0.06954981082953676,0.9247014753482403,0.77821410132552,0.8111982170317773,hayashi
26,0.84,0.0005952380952380953,0.0005,-0.1743533871447778,-7.426549072397305,1.0910894511799618,40.98780306383839,347,144.60230547550432,50177,0.188,0.054,1.9134821514090923,0.4529992837034199,0.5466009228565242,0,22.9464347349257,403.6354420194375,21.949115227909463,0.054378562789470015,0.3205254343075828,1.397967134217161,0.06092306497136917,0.8889526457141433,0.8618539753427488,0.8733470443854987,hayashi
27,0.03,0.016666666666666666,0.0005,-3.506557897319982,-4.0943445622221,5.773502691896258,7.745966692414834,12,4105.166666666667,49262,0.353,0.196,2.8556265929124867,0.25757575757575757,0.7424242424242424,0,83.37070465872422,351.87790195296697,39.00725947199823,0.11085453009553314,0.5909491675485382,34.66213663078871,0.4157591899058219,0.9551207112364746,0.7702507201491214,0.6831874086103666,hayashi
28,0.05,0.01,0.0005,-2.995732273553991,-4.605170185988091,4.47213595499958,10.0,20,2411.2,48224,0.163,0.043,1.6840082058993702,0.3368421052631579,0.6631578947368421,0,75.70062965073272,352.1097495291985,34.304203396747845,0.09742474737667892,0.238666008720187,16.348329485702017,0.21596028409710563,0.9536498239747494,0.7481988380462105,0.7841954899562174,hayashi
