,pc,pt,B,log pc,log pt,sqrt inv pc,sqrt inv pt,nc,nr,Br,l1,l2,ldist,fcontrac,fexpand,lsp,dmax_psD,dmax_sD,nn_dist_sD,nn_dist_nsD,nn_diff_n,nn_dist_psD,nn_dist_npsD,PC1_err,PC2_err,PC3_err,PC4_err,PC5_err,PC6_err,PC7_err,PC8_err,PC9_err,PC10_err,reach,density,pdensity,proj_err,trajectory type
0,1.0,1e-05,-1,0.0,-11.512925464970229,1.0,316.2277660168379,414,2.5628019323671496,1061,0.248,0.096,110.34708327802022,0.5945304184066159,0.40524733597688645,0,6.194924121495176,413.14563246397654,21.39159217643796,0.05177736491817606,0.2807444404836473,0.06450436960112423,0.010412455154584811,1.4107516972004694,1.4170403108567406,1.4144573328531254,1.4218694723726468,1.4043847727297305,1.4107802966412957,1.412812551940947,1.4087010415210945,1.4175187452968383,1.4181541419897588,1.788112030672749e-18,49.366526986189385,1.0534018938348237,0.014599666453951657,hayashi
1,1.0,1.778279410038923e-05,-1,0.0,-10.937279191721718,1.0,237.13737056616552,414,4.292270531400966,1777,0.225,0.078,21.58174345539399,0.5129545800142705,0.48686996292007345,0,6.098769009353565,413.14563246397654,21.39159217643796,0.05177736491817606,0.3185948339443802,0.10757467978773473,0.017638752938953665,1.4108154805541364,1.4171358013512565,1.4117319017354155,1.4201547356486328,1.4091334051225108,1.4105246696637233,1.4159897586569474,1.4097468631822112,1.4221305523839674,1.4218279107044276,2.6020852139652106e-18,49.366526986189385,0.8991609050047739,0.014599666453951657,hayashi
2,1.0,3.1622776601683795e-05,-1,0.0,-10.361632918473205,1.0,177.82794100389228,414,7.741545893719807,3205,0.246,0.089,3.4414902889157757,0.33078335731246566,0.6690528827595887,0,7.032649858401387,413.14563246397654,21.39159217643796,0.05177736491817604,0.4475323442617236,0.22509623789146305,0.03200731479935081,1.4114027774879785,1.4161262663741352,1.4120666046545516,1.4052604391535521,1.4131246099547543,1.4072007105657816,1.4107617621631128,1.4051069273283834,1.4015604976683282,1.418689280575416,1.734723475976807e-18,49.366526986189385,1.2361424689191702,0.014597539511794527,hayashi
3,1.0,5.623413251903491e-05,-1,0.0,-9.785986645224694,1.0,133.35214321633242,414,13.785024154589372,5707,0.235,0.081,2.3406585643290834,0.32985928343334386,0.6699301680878689,0,8.164681256128254,413.14563246397654,21.391592176437953,0.051777364918176055,0.4363701398890788,0.4045648344789412,0.049550597480493494,1.4164679923789418,1.4175238141463915,1.4153030188139972,1.414587153644172,1.405456918851082,1.4081012441872516,1.4100234331361499,1.4109124183545376,1.4177368068096527,1.4186492876609904,0.008800099156020976,49.366526986189385,1.5824647744224063,0.014502345895885026,hayashi
4,1.0,0.0001,-1,0.0,-9.210340371976182,1.0,100.0,414,24.620772946859905,10193,0.229,0.077,2.2195392574634307,0.34436373419424265,0.6554023230515493,0,9.751747689955076,413.14563246397654,21.391592176437953,0.05177736491817606,0.4225838877021364,0.6665938916590555,0.06835635137952656,1.435191584290377,1.4068217793036923,1.4161278823010537,1.4108363490772742,1.4091168864928956,1.409217350097499,1.4155110173151322,1.4043732848712633,1.420183548761909,1.416540381251801,0.05004352655716933,49.366526986189385,1.613341752148161,0.014551840431961796,hayashi
5,1.0,0.00017782794100389227,-1,0.0,-8.634694098727671,1.0,74.98942093324558,414,43.86231884057971,18159,0.226,0.075,2.1848620273707913,0.324279748745482,0.6754629142248891,0,10.415885220238314,413.14563246397654,21.39159217643796,0.051777364918176055,0.4243760461103438,0.8751576750453076,0.08402143999675185,1.373318453076277,1.422978245421056,1.4064497864425958,1.4113257921382765,1.4017431754602228,1.4068327690003548,1.414741708641168,1.420708911192681,1.4145385216066637,1.4088592724547264,0.10752824852573256,49.366526986189385,1.6764753380825066,0.01449443892910831,hayashi
6,1.0,0.00031622776601683794,-1,0.0,-8.05904782547916,1.0,56.23413251903491,414,77.64251207729468,32144,0.198,0.059,2.026849644786279,0.46140529412452774,0.538384157396685,0,20.87591645659872,413.14563246397654,21.391592176437953,0.051777364918176055,0.32774470310495324,1.0810531586115755,0.05178470420012928,1.3405622484456428,1.4237249221443429,1.406171483638685,1.40899407043766,1.4184148961258898,1.4215530178520288,1.4039684461169106,1.4108304056713274,1.422310740392312,1.4205598007276208,0.20309281909824953,49.366526986189385,2.230387864743938,0.01428099362046497,hayashi
7,1.0,0.0005623413251903491,-1,0.0,-7.4834015522306485,1.0,42.169650342858226,414,137.53140096618358,56938,0.194,0.056,1.982775559792678,0.3673018212443415,0.6324408417260297,0,15.222798832237503,413.14563246397654,21.391592176437953,0.051777364918176055,0.3542166896216634,1.2943567081172518,0.08502751185124886,1.2723804241564634,1.4019784960169024,1.4043918206165638,1.3966064528260458,1.422345357548157,1.395469664689326,1.4094052957655472,1.4122266728068567,1.4295999974197986,1.4141273711270512,0.24752753587419685,49.366526986189385,2.460079008368066,0.014296530692063431,hayashi
8,1.0,0.001,-1,0.0,-6.907755278982137,1.0,31.622776601683793,414,243.57246376811594,100839,0.169,0.044,1.8136531728085659,0.5128025172240352,0.48686996292007345,0,32.760187357089144,413.14563246397654,21.391592176437953,0.05177736491817604,0.2321339443200195,1.572329623823005,0.04799513527454722,1.1531707283353974,1.4145675428465387,1.4140205896690248,1.443252732907475,1.4197512801982493,1.3979635366761503,1.4159228580985004,1.3904313673384865,1.3998271470416184,1.4190275991895063,0.2439949702908461,49.366526986189385,3.038737813426264,0.014333385138252407,hayashi
9,1.0,0.0017782794100389228,-1,0.0,-6.332109005733626,1.0,23.713737056616555,414,436.7367149758454,180809,0.15,0.035,1.7152228029770045,0.3720040706039232,0.6276567124024751,0,32.48228624618288,413.14563246397654,21.391592176437953,0.051777364918176055,0.2468710183971622,1.8922135344596505,0.05825370542327548,1.0535450888924882,1.4216445053654814,1.4124835487107241,1.4656100091270035,1.4160305823921946,1.4899201986237134,1.4415333512189663,1.4441469684489514,1.403406680924706,1.41165276780038,0.2665576636261012,49.366526986189385,3.813085672617088,0.012785063479363964,hayashi
