,pc,pt,B,log pc,log pt,sqrt inv pc,sqrt inv pt,nc,nr,Br,l1,l2,ldist,fcontrac,fexpand,lsp,dmax_psD,dmax_sD,nn_dist_sD,nn_dist_nsD,nn_diff_n,nn_dist_psD,nn_dist_npsD,PC1_err,PC2_err,PC3_err,PC4_err,PC5_err,PC6_err,PC7_err,PC8_err,PC9_err,PC10_err,reach,density,pdensity,proj_err,trajectory type
10,1.0,0.0031622776601683794,-1,0.0,-5.756462732485114,1.0,17.78279410038923,355,422.8,150094,0.101,0.017,1.44008971436722,0.6511975809660221,0.34816583114506244,0,67.97770349180195,406.711660802673,11.83881647924696,0.02910862318499119,0.052527794420580934,1.9738355783351083,0.029036514576770766,1.7838136178088833,1.6322518462457953,1.1775545956944728,1.6295739616298832,1.3849153639467273,1.3971849787923378,1.3247908820531629,1.27310309993361,1.449255007578642,1.3898049406124449,0.31247528984982975,29.610735508957806,5.291106373196432,0.06133528437055332,fibroblasts
11,1.0,0.005623413251903491,-1,0.0,-5.180816459236603,1.0,13.33521432163324,355,755.9014084507043,268345,0.089,0.013,1.4350563374762344,0.7979310893610249,0.20133683456672236,0,112.58318650575447,406.711660802673,11.83881647924696,0.02910862318499119,0.028021104479145905,2.5628792803429747,0.022764316412486496,1.8337327549515592,1.6488102508827884,1.146982676481722,1.705348776767408,1.4152871102213285,1.1575650719640072,1.4259642097071494,1.5801429256166175,1.4027916551795923,1.605013746557169,0.3013173001037783,29.610735508957806,6.752922059917683,0.05790089638149942,fibroblasts
12,1.0,0.01,-1,0.0,-4.605170185988091,1.0,10.0,355,1341.7464788732395,476320,0.069,0.008,1.3060271870822364,0.7450942945810456,0.25387125009946687,0,120.5870556347703,406.711660802673,11.83881647924696,0.02910862318499119,0.027120058620278577,3.0683933879619256,0.025445462382424896,1.8768261331839085,1.6738011446195888,1.0877719873241232,1.7573724883044655,1.4133456560010693,1.1088867648473366,1.4901767919068063,1.545417364100626,1.5712656846529465,1.031591259054402,0.6498331786385475,29.610735508957806,7.652719001263605,0.04975689473031597,fibroblasts
13,1.0,0.01778279410038923,-1,0.0,-4.02952391273958,1.0,7.498942093324557,355,2382.3154929577463,845722,0.112,0.019,1.463832185502446,0.6506246518659983,0.3487705896395321,0,184.74740829198876,406.711660802673,11.83881647924696,0.02910862318499119,0.02096380984462144,3.750244828394688,0.020299309544129125,1.9116510428629105,1.6935582163365195,1.054457068537431,1.7952043115009004,1.4508532666714207,1.1748884164335547,1.514924516786577,1.6417014255305642,1.5848515593100483,1.660435433196053,0.6027667312225669,29.610735508957806,8.975539558195658,0.048127523484982,fibroblasts
14,1.0,0.03162277660168379,-1,0.0,-3.4538776394910684,1.0,5.623413251903491,355,4237.4450704225355,1504293,0.11,0.019,1.4129125349528628,0.6982732553513169,0.30089918039309305,0,222.48817422211349,406.711660802673,11.83881647924696,0.02910862318499119,0.01608685083205847,4.566827989047654,0.020526160570172675,0.4872061164098788,1.731200755024703,0.994738012542534,1.8487080532491469,1.4351006735380751,1.1616208408352229,1.578488168346483,1.7868291857583767,1.8448740871325742,1.7705050432177503,0.8941013476059241,29.610735508957806,10.961264370304198,0.04381140452462475,fibroblasts
15,1.0,0.05623413251903491,-1,0.0,-2.878231366242557,1.0,4.216965034285822,355,7531.0225352112675,2673513,0.071,0.009,1.2729611747746814,0.5890506883106549,0.41004217394764064,0,248.19651054916315,406.711660802673,11.83881647924696,0.02910862318499119,0.014264739028792451,5.469263515795874,0.02203602098875002,0.3871152866162314,1.774636229083423,0.9144009394870017,1.8928628615656815,1.5231734127310221,1.2175731596977595,1.615850816389216,1.8925752663595157,1.9350873465248732,1.8388890135543532,1.062936290565452,29.610735508957806,14.393703762150551,0.04598557669620742,fibroblasts
16,1.0,0.1,-1,0.0,-2.3025850929940455,1.0,3.1622776601683795,355,13389.428169014085,4753247,0.061,0.006,1.2356915857397859,0.6342006843319806,0.36466937216519457,0,261.5283501008772,406.711660802673,11.83881647924696,0.02910862318499119,0.009313342398621775,6.479018674224938,0.024773676244758323,0.2932051604899749,0.7444600399308425,0.7370906096067869,1.934463492053689,1.1973896229684944,1.4140805393890228,1.7343857546076218,1.9357453170462222,1.9618230812365376,1.8848860524428321,0.9675852174386936,29.610735508957806,18.229325924191972,0.0377098157164688,fibroblasts
17,1.0,0.1778279410038923,-1,0.0,-1.7269388197455342,1.0,2.371373705661655,355,23829.678873239438,8459536,0.067,0.009,1.2193659646114086,0.38091827802976047,0.6175220816423967,0,275.02453904710256,406.711660802673,11.83881647924696,0.02910862318499119,0.007054637160514738,7.705956274448526,0.02801915894904473,0.20634502191479773,0.4955155614977022,0.4899228848212033,1.9657174198212248,1.0079742606077624,1.6173866378186006,1.8445202462166004,1.9653105981489185,1.9794453307107827,1.9407872765361027,1.161932854034702,29.610735508957806,19.364458291286606,0.028313815408634337,fibroblasts
18,1.0,0.31622776601683794,-1,0.0,-1.1512925464970227,1.0,1.7782794100389228,355,42360.02535211268,15037809,0.062,0.009,1.1886853351233535,0.30869738203230684,0.6892018779342723,0,308.36662158749425,406.711660802673,11.83881647924696,0.02910862318499119,0.0035359511082678273,9.010423809772272,0.02921984151003744,0.1282434225442819,0.25999569259795025,0.253600435563881,1.986322591120225,0.511846695845349,0.6929602320656473,0.5296976096902637,1.9877476834468135,0.18009490706767367,0.34910858452893767,1.4635065289233657,29.610735508957806,22.256414965784366,0.020285663883874396,fibroblasts
19,1.0,0.5623413251903491,-1,0.0,-0.5756462732485115,1.0,1.333521432163324,355,75345.94084507042,26747809,0.027,0.002,1.0754817411907147,0.48156282326728733,0.511036842524071,0,358.7067946208183,406.711660802673,11.83881647924696,0.02910862318499119,0.0013401697917921464,10.40467388501991,0.029006068580380472,0.060643809165290156,0.09977379707307166,0.09643214744556576,1.9969670836033888,0.21774593322545366,0.27158874473045774,0.19497099186649294,1.997131078613156,0.09794812074070071,0.14661897420036615,1.704969396800463,29.610735508957806,25.351550598645044,0.007509791102584525,fibroblasts
20,1.0,1e-05,-1,0.0,-11.512925464970229,1.0,316.2277660168379,355,1.388732394366197,493,0.303,0.13,266.0773313184974,0.8475212859075356,0.1523832259091271,0,3.4255526460313472,406.711660802673,11.83881647924696,0.029108623184991186,0.13200578007663072,0.03176518424631955,0.00927301008878696,1.3750540446598176,1.468318741700214,1.4203663354068072,1.424260365373627,1.4240221871601022,1.384665116528039,1.403216889054084,1.4150842976093316,1.394032140742993,1.3958876740103048,1.1474117277250404e-18,29.610735508957806,0.8115572554969269,0.08789959845130035,fibroblasts
21,1.0,1.778279410038923e-05,-1,0.0,-10.937279191721718,1.0,237.13737056616552,355,2.3267605633802817,826,0.311,0.132,149.6113859249692,0.8241744250815628,0.17569825734065408,0,6.384861117917279,406.711660802673,11.83881647924696,0.02910862318499119,0.15462944867540868,0.08425214080356563,0.013195610561854853,1.5217736402699877,1.4656948905651066,1.369695376909681,1.425112110551616,1.4085547392337947,1.4344625682146337,1.4185004523525138,1.4215756666154087,1.4353378233053298,1.4158004848562191,1.788112030672749e-18,29.610735508957806,1.1117418732259772,0.08734385538105388,fibroblasts
22,1.0,3.1622776601683795e-05,-1,0.0,-10.361632918473205,1.0,177.82794100389228,355,4.450704225352113,1580,0.256,0.094,11.764091298655226,0.6524070979549614,0.3474496697700326,0,7.328923425226451,406.711660802673,11.83881647924696,0.02910862318499119,0.26162203535375317,0.15380458640458372,0.02098597262937447,1.5370191915265565,1.4698163616751023,1.408907848719036,1.4499403756327103,1.3928498536842224,1.4404081218886813,1.4157638867361093,1.4843632716385207,1.4255873701057487,1.4171261931929788,3.878959614448864e-18,29.610735508957806,1.6853898909188574,0.08592094529429134,fibroblasts
23,1.0,5.623413251903491e-05,-1,0.0,-9.785986645224694,1.0,133.35214321633242,355,7.44225352112676,2642,0.214,0.07,4.7313290719974646,0.6574361422773932,0.34222964908092623,0,8.222565240347592,406.711660802673,11.83881647924696,0.02910862318499119,0.24535145188894417,0.23685813685649088,0.02880586896340371,1.555922763062918,1.4664014269671248,1.4234568918420811,1.4280314446954157,1.430192187169805,1.4167556346295838,1.4165985543384707,1.3742901062235808,1.4070099798134683,1.4300359129429605,0.006128057410456593,29.610735508957806,1.685233386556931,0.08401605696125904,fibroblasts
24,1.0,0.0001,-1,0.0,-9.210340371976182,1.0,100.0,355,13.24507042253521,4702,0.184,0.053,2.787921261306083,0.565019495504098,0.4346622105514443,0,13.333750505386925,406.711660802673,11.83881647924696,0.02910862318499119,0.28205103488519284,0.3918026301330526,0.02938427788751272,1.5638255740175895,1.4882625302420833,1.4531029581729225,1.4310494433656635,1.4084724281081893,1.4115069678284344,1.4293728391899443,1.4167585262341735,1.4001654842418643,1.3839431553758301,0.020915856033486942,29.610735508957806,1.9439134613280784,0.08070718473755346,fibroblasts
25,1.0,0.00017782794100389227,-1,0.0,-8.634694098727671,1.0,74.98942093324558,355,23.461971830985917,8329,0.166,0.042,2.016225533157212,0.5249462878968728,0.4745444417919949,0,13.41389386132235,406.711660802673,11.83881647924696,0.02910862318499119,0.2535622502073265,0.6131832828150119,0.04571254917880825,1.5917073469027396,1.5223215383634638,1.428276395288351,1.358237481417681,1.3805266912576932,1.3764985440742985,1.4456171588750482,1.3641670216137236,1.4038280327435688,1.4191446581142904,0.03205079014999653,29.610735508957806,1.9695605482501615,0.08047755642618405,fibroblasts
26,1.0,0.00031622776601683794,-1,0.0,-8.05904782547916,1.0,56.23413251903491,355,42.69859154929578,15158,0.157,0.038,1.880192184282414,0.6632131773693005,0.33637304050290445,0,19.949966103982256,406.711660802673,11.83881647924696,0.02910862318499119,0.18201993250230383,0.9106152537030429,0.04564495242532131,1.6146876317363061,1.5562089790717282,1.4812691169878198,1.5252398438165657,1.4604718821941851,1.3937729431952623,1.4265433155532985,1.3574782441663769,1.3607110920117296,1.497566227483428,0.09269418685181206,29.610735508957806,3.5501559773092444,0.08093094183355663,fibroblasts
27,1.0,0.0005623413251903491,-1,0.0,-7.4834015522306485,1.0,42.169650342858226,355,74.76338028169015,26541,0.149,0.035,1.8083065535972338,0.6681308188111721,0.3313917402721413,0,36.655261744919756,406.711660802673,11.83881647924696,0.02910862318499119,0.1317578949834787,1.1836852596171588,0.03229236958814547,1.6366417666211375,1.5589524603257663,1.528547343897034,1.5661615388996946,1.3122184820406524,1.4129617198962572,1.4489571623310042,1.4095808239692853,1.4004333288514832,1.4297175208863284,0.16608911922540637,29.610735508957806,4.252145530102039,0.07680191188310624,fibroblasts
28,1.0,0.001,-1,0.0,-6.907755278982137,1.0,31.622776601683793,355,134.85915492957747,47875,0.124,0.024,1.602397183195438,0.6408848571655924,0.35857404312882946,0,34.0130516941981,406.711660802673,11.83881647924696,0.02910862318499119,0.1116991904030423,1.448588300507997,0.04258918939505494,1.6835850987340573,1.5804098709323784,1.5511281008379727,1.5480529380419856,1.3161904483294034,1.352575749102523,1.381784707201656,1.3124552010605937,1.506370601785815,1.455847576418235,0.2634484708089121,29.610735508957806,4.009621982773351,0.06660226498869032,fibroblasts
29,1.0,0.0017782794100389228,-1,0.0,-6.332109005733626,1.0,23.713737056616555,355,239.10985915492958,84884,0.132,0.027,1.7605389754315277,0.7921858836635634,0.20730484602530436,0,94.14455344601164,406.711660802673,11.83881647924696,0.02910862318499119,0.07515851758645159,1.6543058657334557,0.017571976340427783,1.7336815837939648,1.6079899607117951,1.59848586177358,1.573687598576449,1.350763494206313,1.4618439240203118,1.4281112740204926,1.4694282875692581,1.5098373299942967,1.4587742044420253,0.3136698874558629,29.610735508957806,4.938026099134401,0.057444101539083255,fibroblasts
30,1.0,0.0031622776601683794,-1,0.0,-5.756462732485114,1.0,17.78279410038923,355,423.9718309859155,150510,0.103,0.018,1.4612816276137122,0.6693562504973343,0.3298798440359672,0,72.8206609211806,406.711660802673,11.83881647924696,0.02910862318499119,0.04628101589034119,2.0370364608126716,0.027973331126691,1.7846280851837883,1.6275042931558632,1.1805815213849562,1.6377283582536035,1.3234551757054867,1.3899906382377714,1.4572995618059794,1.474919338450537,1.5020810770739117,1.4164176773571067,0.3648670778757259,29.610735508957806,7.348487161052826,0.05856628734908013,fibroblasts
31,1.0,0.005623413251903491,-1,0.0,-5.180816459236603,1.0,13.33521432163324,355,754.0112676056337,267674,0.079,0.01,1.3543945871153136,0.7159703986631655,0.2831542929895759,0,83.24792959697929,406.711660802673,11.83881647924696,0.02910862318499119,0.03651464753124414,2.510199491855402,0.03015329635232738,1.8365389754051054,1.6480592622083468,1.1408158064908096,1.6992227804830102,1.496720843112279,1.2951006976281418,1.415173204246027,1.2324700148065673,1.3439453900179792,1.5567653797546828,0.39837006069668673,29.610735508957806,8.03451142417863,0.046079117645484814,fibroblasts
32,1.0,0.01,-1,0.0,-4.605170185988091,1.0,10.0,355,1337.5154929577466,474818,0.084,0.011,1.3438089961602444,0.6380997851515875,0.36075435664836475,0,118.2538928630935,406.711660802673,11.83881647924696,0.02910862318499119,0.03338908531910399,3.0546423541166003,0.025831220268182305,1.877322476017525,1.6632732474108372,1.104900685142956,1.7473326310206618,1.448802997864402,1.165967300098313,1.4466578050841206,1.145253645975089,1.0947438589615233,1.6518316785881304,0.5182104046602003,29.610735508957806,7.690737878678056,0.047379715212686316,fibroblasts
