,pc,pt,B,log pc,log pt,sqrt inv pc,sqrt inv pt,nc,nr,Br,l1,l2,ldist,fcontrac,fexpand,lsp,dmax_psD,dmax_sD,nn_dist_sD,nn_dist_nsD,nn_diff_n,nn_dist_psD,nn_dist_npsD,PC1_err,PC2_err,PC3_err,PC4_err,PC5_err,PC6_err,PC7_err,PC8_err,PC9_err,PC10_err,reach,density,pdensity,proj_err,trajectory type
37,0.169,1.0,-1,-1.7778565640590636,0.0,2.4325212770525995,1.0,59,124009.59322033898,7316566,0.078,0.01,1.2611965935945892,0.40736411455289306,0.592635885447107,0,253.83050747564653,351.5857217912318,18.948782946860685,0.05389520043738375,0.049650450287502264,23.60599408390835,0.0929990422296784,0.3092713827428725,0.4114559608026891,0.5810277499096501,0.8184356744807711,1.7690781680787762,1.1249118716145303,1.494136369748215,1.2409873937891602,1.5712901935028922,1.4648943989811203,1.1342318279846872,43.26538073617486,88.72941846158334,0.0496977868606525,fibroblasts
38,0.214,1.0,-1,-1.5417792639602856,0.0,2.161688505835585,1.0,75,138196.97333333333,10364773,0.086,0.013,1.3296186825181768,0.5823423423423424,0.41477477477477476,0,381.9732147862785,380.5491191915438,16.94442876390177,0.044526259316798045,0.021684429031378478,21.17532816881003,0.05543668338278127,0.23934507166493593,1.3331997903454,1.4911928575360063,1.9163050764864678,1.726433725457336,1.1400286116939025,1.5012235036010457,1.410905527615241,1.634412153804185,1.4850360062584744,1.5465902676630259,41.18567025872589,65.56122775859443,0.05683580284470607,fibroblasts
39,0.271,1.0,-1,-1.305636458102436,0.0,1.9209468759882464,1.0,96,140838.42708333334,13520489,0.069,0.009,1.2259480603496413,0.5760964912280702,0.42214912280701755,0,295.4208125662171,386.36013762270375,17.15701589112538,0.04440679619976711,0.026981336272633726,19.38124355869982,0.06560554549404203,0.20039713541904175,0.29734600832826014,0.417568221817896,1.9175068727570705,0.7704125005208167,0.8164192628333666,1.521400812733476,1.408543762830765,1.6117410541458073,0.9936097100969569,1.9901507062289003,55.94480655484326,67.55155580711713,0.046911960598093244,fibroblasts
40,0.343,1.0,-1,-1.0700248318161971,0.0,1.7074694419062766,1.0,121,140668.80991735536,17020926,0.122,0.024,1.3655193999984885,0.5746556473829201,0.42424242424242425,0,451.44370848703414,399.1328383564723,15.876553519276149,0.039777617859386785,0.014068759836113241,17.41840593797428,0.0385837826743676,0.1719371549418006,0.4717985064573852,0.5377604946954564,0.5097426241316547,1.6490375460041464,1.1733105009066336,1.5930482397730568,1.4017457461348248,1.183086829994182,1.7789124605024287,1.682188237374768,55.94480655484326,61.50828843553458,0.04150038654503598,fibroblasts
41,0.434,1.0,-1,-0.8347107448817322,0.0,1.5179418517972907,1.0,154,135058.34415584416,20798985,0.078,0.011,1.2399501048125843,0.6597911892029539,0.33910533910533913,0,463.48398666972577,380.5491191915438,14.460008842399137,0.03799774618613926,0.007053687455776568,15.788039590114233,0.03406382969896356,0.1447718449104306,0.19759929760706638,0.2956678146612194,1.9545691185971572,1.8173103181779007,0.9076930650483566,0.574444344343755,0.9868980199180485,1.7720851837603757,1.827305986661928,2.2213631523127484,46.22050866217639,39.43773380194974,0.04027700521746601,fibroblasts
42,0.549,1.0,-1,-0.5996568374726063,0.0,1.34962721696486,1.0,194,133050.3505154639,25811768,0.09,0.016,1.3062050873045228,0.39052401046952623,0.6078735110303937,0,479.1624069166607,406.711660802673,13.363427317184026,0.03285725147592375,0.00667999856091466,14.77549326803108,0.030836086167755093,0.11126404584034277,0.3949860734848586,0.3937014003539594,0.3618997953864841,1.7244830375199696,1.0386104459182173,1.8704352838186888,1.3869021326891593,1.46297805972123,1.8277612483337917,1.8958466639246812,32.087293219943575,40.273951035933656,0.026621938455905124,fibroblasts
43,0.696,1.0,-1,-0.3624056186477175,0.0,1.1986582537134605,1.0,247,131064.42914979756,32372914,0.065,0.011,1.1980157607507227,0.5389881834041013,0.45923438991474935,0,482.66843589103445,406.711660802673,12.592380936977744,0.030961445541359267,0.0038098404484147932,13.115500330386084,0.027172898319265684,0.07705923505215478,0.12093960353432084,0.18178906024018582,1.9764976847222777,0.4425548614639574,0.5393093076823283,1.9088419269447146,0.6441579528689957,0.4473602790460796,0.55043223640545,1.788297570684569,32.249734790821655,38.11821092146007,0.02068722177166548,fibroblasts
44,0.88,1.0,-1,-0.12783337150988489,0.0,1.0660035817780522,1.0,312,135610.92628205128,42310609,0.08,0.011,1.2787330121981115,0.6389644653310248,0.360375958446698,0,531.5116791909127,386.36013762270375,12.014646315610799,0.031097013241421882,0.008100058638465385,12.152806307334195,0.02286460821676329,0.04065059009267403,0.0739449429252762,0.09995861939378904,0.15509423528703892,0.16730297579193965,0.23265464132834568,0.36168339969548974,1.955808966660983,0.32170554921141564,0.2895436944923409,2.0500653800496353,29.441914948159653,32.13105426977596,0.019909570469798358,fibroblasts
45,0.032,1.0,-1,-3.4420193761824103,0.0,5.5901699437494745,1.0,11,110134.18181818182,1211476,0.175,0.056,1.629036217328062,0.3090909090909091,0.6909090909090909,0,445.1373951200439,318.4806751836297,55.0463684322129,0.17284052917959386,0.18523197531295077,107.79599531098837,0.24216342300767188,1.6271924707360756,1.562187455486431,1.5105271280588028,1.3916174241158827,1.2955292640001919,1.431604537932813,1.4091615933098824,1.3799099314361285,1.4468246401155853,1.4608546341513684,1.3478138332894514,108.26643917246834,118.62761013839769,0.08441779164200404,fibroblasts
46,0.041,1.0,-1,-3.1941832122778293,0.0,4.938647983247948,1.0,14,113524.71428571429,1589346,0.207,0.079,2.4063098206076745,0.14285714285714285,0.8461538461538461,0,285.16775628013835,283.1863646952146,29.75989785301842,0.10508944484332129,0.4002313214291968,77.73784686764888,0.2726039152592065,0.6672681726235712,1.3892171772336719,1.4086645114717866,1.337400122904511,1.4230960759385245,1.3886851628294166,1.3888299740793215,1.3499472157082748,1.4366355940756217,1.4593891088261994,1.2144452252864737,93.74012727209038,102.15923659464256,0.06879302074245755,fibroblasts
